,time,region,pr_error,pr,od550aer,tos_error,tas_error,clt_error,od550aer_error,tas,tos,clt
0,1960-01-01,global,,,,,0.29354118900154663,,,14.34983289259742,,
1,1960-01-01,northern_hemisphere,,,,,0.26428404845353354,,,14.586310244014934,,
2,1960-01-01,southern_hemisphere,,,,,0.33531897168361496,,,13.952097794452726,,
3,1960-01-01,tropics,,,,,0.23990276098277155,,,24.39228898283223,,
4,1961-01-01,global,,,,,0.280845216859328,,,14.377701522328067,,
5,1961-01-01,northern_hemisphere,,,,,0.25434867572415126,,,14.579183011985927,,
6,1961-01-01,southern_hemisphere,,,,,0.3178848767239952,,,14.033525602279056,,
7,1961-01-01,tropics,,,,,0.22163225711497006,,,24.380959860335604,,
8,1962-01-01,global,,,,,0.2765189573429375,,,14.410980723986816,,
9,1962-01-01,northern_hemisphere,,,,,0.25382556451315796,,,14.634119429544773,,
10,1962-01-01,southern_hemisphere,,,,,0.3085241670808223,,,14.013967419414124,,
11,1962-01-01,tropics,,,,,0.22132955023244902,,,24.32542710537075,,
12,1963-01-01,global,,,,,0.27882364209918187,,,14.4083633311201,,
13,1963-01-01,northern_hemisphere,,,,,0.2530431508847361,,,14.65627796053676,,
14,1963-01-01,southern_hemisphere,,,,,0.31526444784579627,,,13.983885894905237,,
15,1963-01-01,tropics,,,,,0.22395993330295363,,,24.466101783917196,,
16,1964-01-01,global,,,,,0.27403055050285435,,,14.03618817387312,,
17,1964-01-01,northern_hemisphere,,,,,0.24793503232607528,,,14.324911715108945,,
18,1964-01-01,southern_hemisphere,,,,,0.30990320569334645,,,13.624901959702475,,
19,1964-01-01,tropics,,,,,0.21633812136442412,,,24.239723931598732,,
20,1965-01-01,global,,,,,0.27437481409885656,,,14.123697421001927,,
21,1965-01-01,northern_hemisphere,,,,,0.24740410820874673,,,14.390781085893044,,
22,1965-01-01,southern_hemisphere,,,,,0.31140166962382637,,,13.752532105674817,,
23,1965-01-01,tropics,,,,,0.2137563539080191,,,24.31623645995879,,
24,1966-01-01,global,,,,,0.26997515208206313,,,14.22180920430373,,
25,1966-01-01,northern_hemisphere,,,,,0.2456265556690305,,,14.496953767250128,,
26,1966-01-01,southern_hemisphere,,,,,0.3038053602416631,,,13.804366481547268,,
27,1966-01-01,tropics,,,,,0.21133691109726563,,,24.421877351783138,,
28,1967-01-01,global,,,,,0.2629472422393821,,,14.23671060777833,,
29,1967-01-01,northern_hemisphere,,,,,0.23994363310858158,,,14.546781070419916,,
30,1967-01-01,southern_hemisphere,,,,,0.2945768205006235,,,13.796693953449909,,
31,1967-01-01,tropics,,,,,0.20352016563245853,,,24.23890880296537,,
32,1968-01-01,global,,,,,0.2596328021564039,,,14.143210913065099,,
33,1968-01-01,northern_hemisphere,,,,,0.2391478081309699,,,14.446675478165128,,
34,1968-01-01,southern_hemisphere,,,,,0.28758631604973495,,,13.727373786540435,,
35,1968-01-01,tropics,,,,,0.20030891524578356,,,24.26489681444747,,
36,1969-01-01,global,,,,,0.25945638795857423,,,14.214372412459616,,
37,1969-01-01,northern_hemisphere,,,,,0.23799514781081352,,,14.485575680490328,,
38,1969-01-01,southern_hemisphere,,,,,0.2884178923917722,,,13.868901292536117,,
39,1969-01-01,tropics,,,,,0.19915092509061527,,,24.632154575238932,,
40,1970-01-01,global,,,,,0.2609870177864415,,,14.205827001001813,,
41,1970-01-01,northern_hemisphere,,,,,0.23971339483067258,,,14.463413920555945,,
42,1970-01-01,southern_hemisphere,,,,,0.28924381545680994,,,13.837292859618842,,
43,1970-01-01,tropics,,,,,0.1985411419239419,,,24.40962454051903,,
44,1971-01-01,global,,,,,0.2626139466699638,,,14.105982998860355,,
45,1971-01-01,northern_hemisphere,,,,,0.2409046981149793,,,14.356950797895214,,
46,1971-01-01,southern_hemisphere,,,,,0.29104135551504867,,,13.762045025575441,,
47,1971-01-01,tropics,,,,,0.20009143230051016,,,24.1294661113895,,
48,1972-01-01,global,,,,,0.2672756723890292,,,14.20849899528782,,
49,1972-01-01,northern_hemisphere,,,,,0.2425941570331315,,,14.336030434176502,,
50,1972-01-01,southern_hemisphere,,,,,0.29930253999077716,,,13.99013953923397,,
51,1972-01-01,tropics,,,,,0.19972919545664772,,,24.48778501663428,,
52,1973-01-01,global,,,,,0.26239037333222354,,,14.325287614953524,,
53,1973-01-01,northern_hemisphere,,,,,0.2368718410635532,,,14.607515103838978,,
54,1973-01-01,southern_hemisphere,,,,,0.2947997306027181,,,13.974282603394832,,
55,1973-01-01,tropics,,,,,0.1932678513202389,,,24.534045172446614,,
56,1974-01-01,global,,,,,0.2582042394119097,,,14.191534071077976,,
57,1974-01-01,northern_hemisphere,,,,,0.2338739292336054,,,14.336280436782488,,
58,1974-01-01,southern_hemisphere,,,,,0.2899106804202059,,,13.94651011539871,,
59,1974-01-01,tropics,,,,,0.19035743268060526,,,24.197202054526,,
60,1975-01-01,global,,,,,0.2606838265219737,,,14.258549736638491,,
61,1975-01-01,northern_hemisphere,,,,,0.23659431482815296,,,14.475031541039712,,
62,1975-01-01,southern_hemisphere,,,,,0.2923472552921636,,,13.948510873341055,,
63,1975-01-01,tropics,,,,,0.19272358017026514,,,24.189740068007954,,
64,1976-01-01,global,,,,,0.26454248853472767,,,14.211161618833737,,
65,1976-01-01,northern_hemisphere,,,,,0.24061340697824365,,,14.334051142822025,,
66,1976-01-01,southern_hemisphere,,,,,0.2963979114008011,,,13.990302886281674,,
67,1976-01-01,tropics,,,,,0.1998468183659602,,,24.267637456180875,,
68,1977-01-01,global,,,,,0.26660966286532384,,,14.449331823753766,,
69,1977-01-01,northern_hemisphere,,,,,0.23977680516184355,,,14.66488414373672,,
70,1977-01-01,southern_hemisphere,,,,,0.30124276388288906,,,14.155132607624486,,
71,1977-01-01,tropics,,,,,0.19595847126046842,,,24.553142008622274,,
72,1978-01-01,global,,,,,0.2643094250620363,,,14.362071198037421,,
73,1978-01-01,northern_hemisphere,,,,,0.24182705004103702,,,14.574017203134053,,
74,1978-01-01,southern_hemisphere,,,,,0.2938088239741153,,,14.052204762071506,,
75,1978-01-01,tropics,,,,,0.19715179975275535,,,24.487193377013554,,
76,1979-01-01,global,0.00014010183258506004,0.00037106909258000087,,,0.25302132522783094,,,14.216420352632431,,
77,1979-01-01,northern_hemisphere,0.00013039935038250405,0.0003823143524641637,,,0.24053926000944567,,,14.616994808631446,,
78,1979-01-01,southern_hemisphere,0.00014980668129283004,0.0003598303555918392,,,0.26780153632706166,,,13.794593260972453,,
79,1979-01-01,tropics,0.00014289296268543694,0.00041456002873019315,,,0.18699120046745807,,,24.644139476862495,,
80,1980-01-01,global,0.00013952241533843335,0.0003669893576443428,,,0.26268340045231514,,,14.272393094039094,,
81,1980-01-01,northern_hemisphere,0.00012958570732735097,0.00037679127126466483,,,0.24033247584146467,,,14.725220722796516,,
82,1980-01-01,southern_hemisphere,0.0001494614734838251,0.0003571938486857107,,,0.29068545997637035,,,13.793858062091028,,
83,1980-01-01,tropics,0.000142408427564078,0.0004104324907530099,,,0.19341867143360617,,,24.694091615894944,,
84,1981-01-01,global,0.00014054971961741103,0.0003724839243659517,,0.2473000586032867,0.2677740292496012,,,14.398978119578345,17.83707904815674,
85,1981-01-01,northern_hemisphere,0.00013054340524831787,0.0003829355500784004,,0.20859697088599202,0.2439409099010749,,,14.925876953247922,20.58608341217041,
86,1981-01-01,southern_hemisphere,0.00015055840776767582,0.0003620387833507266,,0.2763810455799103,0.2975360289697475,,,13.818046224898291,15.771519899368286,
87,1981-01-01,tropics,0.0001444157505829935,0.0004208369900879916,,0.19587586820125574,0.1991345934635628,,,24.579407363580298,25.703657150268555,
88,1982-01-01,global,0.00014245657348510576,0.0003773458556679543,,0.2419273269673188,0.26913458675019203,,,14.233709787210495,17.92612107594808,
89,1982-01-01,northern_hemisphere,0.00013354225120565388,0.0003907732207153458,,0.20996774981419242,0.24679390807178506,,,14.576035581654386,19.810092131296795,
90,1982-01-01,southern_hemisphere,0.00015137332411541138,0.0003639250971900765,,0.2659413789709409,0.2968984518785814,,,13.815943072712932,16.510525703430176,
91,1982-01-01,tropics,0.00014752261449757498,0.00042947643669322133,,0.19102822740872696,0.20135891759120098,,,24.58448018683831,25.89604155222575,
92,1983-01-01,global,0.00014075334911467507,0.00037452638571267016,,0.24655084808667496,0.26507580022628396,,,14.371828386492462,18.00815216700236,
