,time,model,region,clt,pr,od550aer,tos,tas
0,1960-01-01,ACCESS-CM2,global,69.75867080688477,0.00043312236448400654,,18.1567063331604,287.04697672526044
1,1960-01-01,ACCESS-CM2,northern_hemisphere,68.71203994750977,0.00041241686085413676,,19.48916244506836,287.05701700846356
2,1960-01-01,ACCESS-CM2,southern_hemisphere,70.80552037556966,0.0004538293414952932,,17.160654147466023,287.0377197265625
3,1960-01-01,ACCESS-CM2,tropics,58.8893715540568,0.0005207833964959718,,25.927958488464355,297.7783838907878
4,1961-01-01,ACCESS-CM2,global,69.651793162028,0.00043459351945784874,,18.189498742421467,287.10545603434247
5,1961-01-01,ACCESS-CM2,northern_hemisphere,68.42612902323405,0.00040368359987041913,,19.46797768274943,287.0340067545573
6,1961-01-01,ACCESS-CM2,southern_hemisphere,70.87766710917155,0.00046550486877094954,,17.233810027440388,287.1777521769206
7,1961-01-01,ACCESS-CM2,tropics,58.59305922190348,0.0005208062357269228,,26.016000111897785,297.90252176920575
8,1962-01-01,ACCESS-CM2,global,69.83410898844402,0.0004338078397267964,,18.106850783030193,286.99403381347656
9,1962-01-01,ACCESS-CM2,northern_hemisphere,68.52598253885905,0.00040780049857858103,,19.42272488276164,286.98304494222003
10,1962-01-01,ACCESS-CM2,southern_hemisphere,71.14244079589844,0.0004598165542120114,,17.12320629755656,287.0058314005534
11,1962-01-01,ACCESS-CM2,tropics,59.10860379536947,0.00052282332762843,,25.868841807047527,297.7034556070964
12,1963-01-01,ACCESS-CM2,global,69.69073549906413,0.00043117162203998305,,18.029677708943684,286.8921432495117
13,1963-01-01,ACCESS-CM2,northern_hemisphere,68.86446189880371,0.00041419877197768074,,19.33681074778239,286.8650716145833
14,1963-01-01,ACCESS-CM2,southern_hemisphere,70.51723289489746,0.00044814579450758174,,17.052567561467487,286.9200668334961
15,1963-01-01,ACCESS-CM2,tropics,58.82055854797363,0.0005173197314434219,,25.77263609568278,297.57269795735675
16,1964-01-01,ACCESS-CM2,global,69.81904983520508,0.0004311947341193445,,18.002809683481853,286.8900502522786
17,1964-01-01,ACCESS-CM2,northern_hemisphere,68.86205863952637,0.000402311177822412,,19.30799611409505,286.82752482096356
18,1964-01-01,ACCESS-CM2,southern_hemisphere,70.7762565612793,0.00046007969285710715,,17.027151346206665,286.9534327189128
19,1964-01-01,ACCESS-CM2,tropics,58.69676717122396,0.0005160016953595914,,25.789640585581463,297.63607025146484
20,1965-01-01,ACCESS-CM2,global,69.74654833475749,0.00042998840945074335,,17.94867181777954,286.78562927246094
21,1965-01-01,ACCESS-CM2,northern_hemisphere,68.7933578491211,0.0004066652418259764,,19.219550450642902,286.70813751220703
22,1965-01-01,ACCESS-CM2,southern_hemisphere,70.69995752970378,0.0004533128576440504,,16.99866517384847,286.86402384440106
23,1965-01-01,ACCESS-CM2,tropics,58.95058663686117,0.0005183529792702757,,25.657498359680176,297.43835194905597
24,1966-01-01,ACCESS-CM2,global,69.95714441935222,0.0004305689435568638,,18.02456045150757,286.8415985107422
25,1966-01-01,ACCESS-CM2,northern_hemisphere,68.9222780863444,0.0004029571846331237,,19.287148634592693,286.7223943074544
26,1966-01-01,ACCESS-CM2,southern_hemisphere,70.99222056070964,0.0004581820667226566,,17.08074943224589,286.96160380045575
27,1966-01-01,ACCESS-CM2,tropics,59.06670061747233,0.0005168017341929954,,25.800392786661785,297.60887400309247
28,1967-01-01,ACCESS-CM2,global,69.80273818969727,0.00043239412480033934,,18.015848477681477,286.8527069091797
29,1967-01-01,ACCESS-CM2,northern_hemisphere,68.36184755961101,0.00039654093598073814,,19.258649349212646,286.7689463297526
30,1967-01-01,ACCESS-CM2,southern_hemisphere,71.24383799235027,0.0004682487160607707,,17.086689392725628,286.9372812906901
