,time,region,clt_error,clt,pr,tos,tas_error,tos_error,od550aer,pr_error,tas,od550aer_error
0,1960-01-01,global,,,,,0.3332471981948904,,,,12.093905542530024,
1,1960-01-01,northern_hemisphere,,,,,0.3302852030452046,,,,7.916707045989654,
2,1960-01-01,southern_hemisphere,,,,,0.33704630398924457,,,,16.409101991671378,
3,1960-01-01,tropics,,,,,0.24241503773421863,,,,23.914144511025654,
4,1960-02-01,global,,,,,0.3351487696280478,,,,12.277440795719258,
5,1960-02-01,northern_hemisphere,,,,,0.32365759762385926,,,,8.737328243298123,
6,1960-02-01,southern_hemisphere,,,,,0.3495531893045215,,,,15.82831745915911,
7,1960-02-01,tropics,,,,,0.24458604952300775,,,,24.291261305910382,
8,1960-03-01,global,,,,,0.3179725104230853,,,,12.426943972780577,
9,1960-03-01,northern_hemisphere,,,,,0.29642438043869623,,,,10.055105695216355,
10,1960-03-01,southern_hemisphere,,,,,0.34502288669495934,,,,14.79878225034571,
11,1960-03-01,tropics,,,,,0.24338549024983835,,,,24.677422445001184,
12,1960-04-01,global,,,,,0.2984998561584536,,,,14.031866280460179,
13,1960-04-01,northern_hemisphere,,,,,0.25921768221819963,,,,13.533695459043429,
14,1960-04-01,southern_hemisphere,,,,,0.35201201492700757,,,,14.56423023632476,
15,1960-04-01,tropics,,,,,0.2479086009528667,,,,24.889281294859813,
16,1960-05-01,global,,,,,0.2844217363100811,,,,15.471134416998837,
17,1960-05-01,northern_hemisphere,,,,,0.24260448652170785,,,,17.049246255421963,
18,1960-05-01,southern_hemisphere,,,,,0.34448248930464415,,,,13.715922771772682,
19,1960-05-01,tropics,,,,,0.24938511200412622,,,,24.846760191399483,
20,1960-06-01,global,,,,,0.2692958922270502,,,,16.52164164251593,
21,1960-06-01,northern_hemisphere,,,,,0.22804859602766261,,,,19.68970897926613,
22,1960-06-01,southern_hemisphere,,,,,0.3334033176324725,,,,12.817269904116074,
23,1960-06-01,tropics,,,,,0.24208930100182607,,,,24.53326109568775,
24,1960-07-01,global,,,,,0.2590925918062364,,,,16.70319586271694,
25,1960-07-01,northern_hemisphere,,,,,0.20972435155696337,,,,21.01955527967351,
26,1960-07-01,southern_hemisphere,,,,,0.3295568622630362,,,,11.845310761041048,
27,1960-07-01,tropics,,,,,0.23133390948263383,,,,24.185879612147573,
28,1960-08-01,global,,,,,0.25365301122726114,,,,16.686283035951647,
29,1960-08-01,northern_hemisphere,,,,,0.21282344495827935,,,,20.878795029072762,
30,1960-08-01,southern_hemisphere,,,,,0.31581440564178404,,,,11.975427126675186,
31,1960-08-01,tropics,,,,,0.23254758278922413,,,,24.221010999302052,
32,1960-09-01,global,,,,,0.26066143541136994,,,,15.821249464678885,
33,1960-09-01,northern_hemisphere,,,,,0.21583245591892736,,,,19.088378268994802,
34,1960-09-01,southern_hemisphere,,,,,0.32560945163618227,,,,12.218902286969751,
35,1960-09-01,tropics,,,,,0.2356070638467164,,,,24.441959233611385,
36,1960-10-01,global,,,,,0.2776116892061948,,,,14.612733650874816,
37,1960-10-01,northern_hemisphere,,,,,0.2451748545690317,,,,15.782146536943515,
38,1960-10-01,southern_hemisphere,,,,,0.32530890270801754,,,,13.322916329824011,
39,1960-10-01,tropics,,,,,0.2375622573235885,,,,24.510101856281267,
40,1960-11-01,global,,,,,0.3076238523680429,,,,13.056392325108163,
41,1960-11-01,northern_hemisphere,,,,,0.29236669462007536,,,,11.839596836531314,
42,1960-11-01,southern_hemisphere,,,,,0.3277597840246236,,,,14.331217990453581,
43,1960-11-01,tropics,,,,,0.23892971637038576,,,,24.21489272717531,
44,1960-12-01,global,,,,,0.3252657250578458,,,,12.495207720833776,
45,1960-12-01,northern_hemisphere,,,,,0.31524883394379594,,,,9.445459298727656,
46,1960-12-01,southern_hemisphere,,,,,0.33825805207688675,,,,15.597774425079422,
47,1960-12-01,tropics,,,,,0.23308301051482674,,,,23.981492521584926,
48,1961-01-01,global,,,,,0.32655704446113304,,,,12.041909343418581,
49,1961-01-01,northern_hemisphere,,,,,0.3183728399249676,,,,7.943255775350394,
50,1961-01-01,southern_hemisphere,,,,,0.336806589894871,,,,16.18911527223446,
51,1961-01-01,tropics,,,,,0.22757510414157217,,,,23.958761466668875,
52,1961-02-01,global,,,,,0.3248962752654603,,,,12.338987970772848,
53,1961-02-01,northern_hemisphere,,,,,0.31147655334609803,,,,8.569739302543155,
54,1961-02-01,southern_hemisphere,,,,,0.3413448838534853,,,,16.108236639003394,
55,1961-02-01,tropics,,,,,0.22750930403948305,,,,24.225736968216722,
56,1961-03-01,global,,,,,0.2992697791306476,,,,12.819422779411866,
57,1961-03-01,northern_hemisphere,,,,,0.2790141577632606,,,,10.546903009531775,
58,1961-03-01,southern_hemisphere,,,,,0.32438679906033324,,,,15.10425231720194,
59,1961-03-01,tropics,,,,,0.2204915086329553,,,,24.744845680179083,
60,1961-04-01,global,,,,,0.27890321783918076,,,,14.37965150513935,
61,1961-04-01,northern_hemisphere,,,,,0.2501859440513129,,,,13.845381112719906,
62,1961-04-01,southern_hemisphere,,,,,0.31813889670428175,,,,14.957456832210596,
63,1961-04-01,tropics,,,,,0.22445937651422915,,,,25.06914827070102,
64,1961-05-01,global,,,,,0.2659100134978616,,,,15.747967173521545,
65,1961-05-01,northern_hemisphere,,,,,0.23244705104133329,,,,17.085236274752674,
66,1961-05-01,southern_hemisphere,,,,,0.31436535002190136,,,,14.239683647429331,
67,1961-05-01,tropics,,,,,0.230640670482506,,,,25.062106980556337,
68,1961-06-01,global,,,,,0.25542334357249735,,,,16.66206007596918,
69,1961-06-01,northern_hemisphere,,,,,0.21355576618900773,,,,19.678876165223812,
70,1961-06-01,southern_hemisphere,,,,,0.31598823611166893,,,,13.198249372200621,
71,1961-06-01,tropics,,,,,0.22436357044924765,,,,24.625550475886996,
72,1961-07-01,global,,,,,0.2546948401083756,,,,16.764277119417955,
73,1961-07-01,northern_hemisphere,,,,,0.21270943811184148,,,,20.975331485379854,
74,1961-07-01,southern_hemisphere,,,,,0.3167166768656229,,,,12.009601925296067,
75,1961-07-01,tropics,,,,,0.22321355223172656,,,,24.140546410742672,
76,1961-08-01,global,,,,,0.24418893912888298,,,,16.408575567371997,
77,1961-08-01,northern_hemisphere,,,,,0.19595394064310204,,,,20.805193155559266,
78,1961-08-01,southern_hemisphere,,,,,0.3122284704645573,,,,11.647853940650577,
79,1961-08-01,tropics,,,,,0.201185954255767,,,,24.175432508212623,
80,1961-09-01,global,,,,,0.2462066985860969,,,,15.777651681273028,
81,1961-09-01,northern_hemisphere,,,,,0.2058312607107717,,,,18.86192566494549,
82,1961-09-01,southern_hemisphere,,,,,0.3047699588935761,,,,12.356694797041996,
83,1961-09-01,tropics,,,,,0.21758675772973046,,,,24.333417698528365,
84,1961-10-01,global,,,,,0.2609817889232539,,,,14.277789717366261,
85,1961-10-01,northern_hemisphere,,,,,0.23513908373666578,,,,15.666287011209022,
86,1961-10-01,southern_hemisphere,,,,,0.2971481195131618,,,,12.837619953318892,
87,1961-10-01,tropics,,,,,0.21151220384002675,,,,24.383917173827456,
88,1961-11-01,global,,,,,0.29865219332703996,,,,13.101409732766626,
89,1961-11-01,northern_hemisphere,,,,,0.2866345069342006,,,,12.022482487541765,
90,1961-11-01,southern_hemisphere,,,,,0.3137163410458126,,,,14.196314744560823,
91,1961-11-01,tropics,,,,,0.22304292669261533,,,,24.10507146916524,
92,1961-12-01,global,,,,,0.31445846847150605,,,,12.212715601507568,
93,1961-12-01,northern_hemisphere,,,,,0.31086356623725386,,,,8.949584699074023,
94,1961-12-01,southern_hemisphere,,,,,0.3190081982586704,,,,15.557227786199974,
95,1961-12-01,tropics,,,,,0.22800615636978183,,,,23.74698322134185,
96,1962-01-01,global,,,,,0.31796664445575584,,,,12.049208897877463,
97,1962-01-01,northern_hemisphere,,,,,0.31453031409344623,,,,8.068480537431697,
98,1962-01-01,southern_hemisphere,,,,,0.32207972150394387,,,,16.029937258324253,
99,1962-01-01,tropics,,,,,0.22471774423427024,,,,23.74858518691542,
100,1962-02-01,global,,,,,0.32380571571378425,,,,12.285630940354736,
101,1962-02-01,northern_hemisphere,,,,,0.3132010332410912,,,,8.630901353106992,
102,1962-02-01,southern_hemisphere,,,,,0.33653233862994103,,,,15.970744881787198,
103,1962-02-01,tropics,,,,,0.22894288206193028,,,,24.162903528027186,
104,1962-03-01,global,,,,,0.2968895884432653,,,,12.89649009030802,
105,1962-03-01,northern_hemisphere,,,,,0.2823323679261842,,,,10.763736408500506,
106,1962-03-01,southern_hemisphere,,,,,0.31467555283967974,,,,15.03800877937448,
107,1962-03-01,tropics,,,,,0.22852548917323035,,,,24.63169563963112,
108,1962-04-01,global,,,,,0.2696779801920545,,,,14.312143706844097,
109,1962-04-01,northern_hemisphere,,,,,0.251384083448248,,,,13.900058160882963,
110,1962-04-01,southern_hemisphere,,,,,0.2946214438304163,,,,14.760618793414551,
111,1962-04-01,tropics,,,,,0.217815857006841,,,,24.860515912177732,
112,1962-05-01,global,,,,,0.26433199347082664,,,,15.613822929861271,
113,1962-05-01,northern_hemisphere,,,,,0.23268649906081035,,,,17.032056758672297,
114,1962-05-01,southern_hemisphere,,,,,0.3100807444621187,,,,13.983144070067567,
115,1962-05-01,tropics,,,,,0.23332039914082328,,,,24.800208968528466,
116,1962-06-01,global,,,,,0.2506627906821038,,,,16.537712001300406,
117,1962-06-01,northern_hemisphere,,,,,0.21208590251491014,,,,19.405447794957354,
118,1962-06-01,southern_hemisphere,,,,,0.30625687663676926,,,,13.233465596012593,
119,1962-06-01,tropics,,,,,0.2175567023110005,,,,24.459972480106728,
120,1962-07-01,global,,,,,0.24563403951919102,,,,16.906296797071718,
121,1962-07-01,northern_hemisphere,,,,,0.20809958123431738,,,,21.00856110126051,
122,1962-07-01,southern_hemisphere,,,,,0.3016355236020101,,,,12.128709885118838,
123,1962-07-01,tropics,,,,,0.2184034086696132,,,,24.13972717316676,
124,1962-08-01,global,,,,,0.23042233749136476,,,,16.581472049794286,
125,1962-08-01,northern_hemisphere,,,,,0.19730639411033551,,,,20.799657223271254,
126,1962-08-01,southern_hemisphere,,,,,0.27864802530226906,,,,11.833854518357896,
127,1962-08-01,tropics,,,,,0.20416076498314054,,,,24.19465583293163,
128,1962-09-01,global,,,,,0.25226512034623305,,,,15.629108845345343,
129,1962-09-01,northern_hemisphere,,,,,0.2105442831132121,,,,18.924244737103777,
130,1962-09-01,southern_hemisphere,,,,,0.3118785781484572,,,,12.062256908812401,
131,1962-09-01,tropics,,,,,0.2219695126488086,,,,24.395944884764788,
132,1962-10-01,global,,,,,0.258765754866198,,,,14.603175008959056,
133,1962-10-01,northern_hemisphere,,,,,0.234820158525099,,,,15.83554346814168,
134,1962-10-01,southern_hemisphere,,,,,0.2929900080763712,,,,13.24188200851114,
135,1962-10-01,tropics,,,,,0.21150934767397506,,,,24.407054859582445,
136,1962-11-01,global,,,,,0.2954734537427548,,,,13.23210565935517,
